FID,OBJECTID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
5842,5442,10003524,WILLIAMSON COUNTY JAIL,408 CENTURY COURT,FRANKLIN,TN,37064,NOT AVAILABLE,(615) 790-5560,COUNTY,OPEN,361,WILLIAMSON,47187,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.williamsoncounty-tn.gov/20/Sheriff",3/31/2018,IMAGERY,2018/04/25 00:00:00,http://www.williamsoncounty-tn.gov/20/Sheriff,NOT AVAILABLE,454,0.00490331947931,601.776576000135,8.2350692065e-07
5843,5443,10002760,UPSHUR COUNTY JAIL,405 N TITUS ST,GILMER,TX,75644,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,137,UPSHUR,48459,USA,922140,CORRECTIONAL INSTITUTIONS,"http://records.countyofupshur.com/, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,226,0.00346670913598,413.875955493575,5.6959755851e-07
5844,5444,10002819,TOM GREEN COUNTY JAIL,122 W HARRIS,SAN ANGELO,TX,76903,NOT AVAILABLE,(325) 659-6597,COUNTY,OPEN,456,TOM GREEN,48451,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tomgreencountysheriff.org/, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/05/01 00:00:00,https://www.tomgreencountysheriff.org/,NOT AVAILABLE,449,0.00440793078298,534.208059843308,7.62839264197e-07
5845,5445,10002821,WEST TEXAS STATE SCHOOL,P.O.BOX 415,PYOTE,TX,79777,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,WARD,48475,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.tyc.state.tx.us/programs/westtexas/index.html, http://www.newswest9.com/Global/story.asp?S=12585065",10/23/2015,IMAGERY,2018/01/12 00:00:00,NOT AVAILABLE,JUVENILE,-999,0.0224136514375,2713.13582229895,1.90853805947e-05
5846,5446,10002763,VAN ZANDT COUNTY MULTI-YOUTH CENTER,323 E GARLAND ST,GRAND SALINE,TX,75140,NOT AVAILABLE,(903) 962-6292,COUNTY,OPEN,-999,VAN ZANDT,48467,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tjjd.texas.gov/publications/other/searchfacilityregistryresults.aspx?SelectedFacilityType=YKSBbGCMUWM=&SelectedSortBy=laExhobORj5ZHimppFKN0Q==&IncludeInactive=bZL7qeN3IjY=,5/2/2018,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,JUVENILE,16,0.00173429163807,212.194334224421,1.43501061593e-07
5847,5447,10002993,MURPHY BERNARDINI REGIONAL JUVENILE JUSTICE CENTER,1545 E 5TH ST,CARSON CITY,NV,89701,NOT AVAILABLE,(775) 887-2034,LOCAL,OPEN,-999,CARSON CITY,32510,USA,922140,CORRECTIONAL INSTITUTIONS,http://carson.org/government/departments-g-z/juvenile-services,5/18/2018,IMAGERY,2018/05/18 00:00:00,NOT AVAILABLE,JUVENILE,18,0.00426911810668,557.168687123473,7.78824775643e-07
5848,5448,10003210,WOODFIELD SECURE COTTAGE,20 HAMMOND HOUSE RD,VALHALLA,NY,10595,NOT AVAILABLE,NOT AVAILABLE,STATE,OPEN,-999,WESTCHESTER,36119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.leakeandwatts.org/history-of-leake-watts,11/13/2015,IMAGERY,2017/12/21 00:00:00,http://www.leakeandwatts.org/juvenile-justice-services,JUVENILE,24,0.00587741891761,746.094968130224,1.17481631899e-06
5849,5449,10003003,MESQUITE DETENTION CENTER,500 HILLSIDE DR,MESQUITE,NV,89027,NOT AVAILABLE,(702) 346-6925,LOCAL,OPEN,-999,CLARK,32003,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.shouselaw.com/nevada/mesquite-detention-center.html,5/18/2018,IMAGERY,2018/05/18 00:00:00,NOT AVAILABLE,NOT AVAILABLE,20,0.00279520440362,343.052458582119,4.21558242746e-07
5850,5450,10002906,VICTORIA REGIONAL JUVENILE JUSTICE FACILITY,97 FOSTER FIELD DR,VICTORIA,TX,77904,NOT AVAILABLE,(361) 575-0399,COUNTY,OPEN,44,VICTORIA,48469,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.victoriacountytx.org/index.php/county-departments/juv-services,8/11/2017,IMAGERY,2018/05/02 00:00:00,http://www.victoriacountytx.org/index.php/county-departments/juv-services,JUVENILE,72,0.00294532033002,356.885570868391,4.15093149331e-07
5851,5451,10003181,YATES COUNTY JAIL,227 MAIN ST,PENN YAN,NY,14527,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,44,YATES,36123,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.criminaljustice.ny.gov/crimnet/ojsa/jail_pop_y.pdf, https://www.yatescounty.org/253/Sheriff",4/10/2018,IMAGERY,2018/04/10 00:00:00,https://www.yatescounty.org/253/Sheriff,NOT AVAILABLE,65,0.00276689965394,343.061018464191,3.5894453375e-07
5852,5452,10002944,WILLACY COUNTY JAIL,1371 INDUSTRIAL DR,RAYMONDVILLE,TX,78580,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,47,WILLACY,48489,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.willacy.tx.us/default.aspx?Willacy_County/Sheriff, https://www.tcjs.state.tx.us/index.php?linkID=325",3/1/2018,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,96,0.00399622680682,467.663111980245,3.44620609307e-07
5853,5453,10002793,WINKLER COUNTY JAIL,1300 S BELLAIRE ST,KERMIT,TX,79745,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,86,WINKLER,48495,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.co.winkler.tx.us/default.aspx?Winkler_County/Sheriff",3/1/2018,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,101,0.00286089857555,343.955321639229,2.50712184461e-07
5854,5454,10002924,ROBERTO M. BENAVIDES JUVENILE JUSTICE CENTER,4101 JUAREZ AVE,LAREDO,TX,78041,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,22,WEBB,48479,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY,2018/05/02 00:00:00,NOT AVAILABLE,JUVENILE,26,0.00259600819379,304.682191361284,3.30080658804e-07
5855,5455,10002911,CRYSTAL CITY DETENTION CENTER,6901 N US HWY 83,CRYSTAL CITY,TX,78839,NOT AVAILABLE,NOT AVAILABLE,LOCAL,CLOSED,0,ZAVALA,48507,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.texasprisonbidness.org/facility/crystal-city-correctional-center,5/23/2018,IMAGERY,2018/05/23 00:00:00,NOT AVAILABLE,NOT AVAILABLE,515,0.00690805819128,814.611916642828,1.89603809971e-06
5856,5456,10002733,WISE COUNTY JAIL,200 ROOK RAMSEY,DECATUR,TX,76234,NOT AVAILABLE,(940) 627-5971,COUNTY,OPEN,149,WISE,48497,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tcjs.state.tx.us/index.php?linkID=325,3/1/2018,IMAGERY,2018/05/02 00:00:00,http://sheriff.co.wise.tx.us/,NOT AVAILABLE,338,0.00593626495986,749.200811121311,1.68960287467e-06
5857,5457,10003547,FAYETTE COUNTY JAIL,705 JUSTICE DR,SOMERVILLE,TN,38068,NOT AVAILABLE,(901) 465-5247,COUNTY,OPEN,190,FAYETTE,47047,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html,3/31/2018,IMAGERY,2018/04/23 00:00:00,http://www.fayettecountysheriff.org/index.html,NOT AVAILABLE,189,0.00589385425412,725.131182031345,8.87490047273e-07
5858,5458,10003531,RHEA COUNTY JAIL,444 2ND AVE,DAYTON,TN,37321,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,110,RHEA,47143,USA,922140,CORRECTIONAL INSTITUTIONS,http://rheacountytn.gov/divisions/,4/24/2018,IMAGERY,2018/04/24 00:00:00,http://rheacountytn.gov/divisions/,NOT AVAILABLE,87,0.00138422191261,170.537991875199,1.1491455309e-07
5859,5459,10003534,MADISON COUNTY CRIMINAL JUSTICE COMPLEX,515 S LIBERTY ST,JACKSON,TN,38301,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,340,MADISON,47113,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, https://www.co.madison.tn.us/index.aspx?NID=271",3/31/2018,IMAGERY/OTHER,2018/04/24 00:00:00,http://www.mcso-tn.org/,NOT AVAILABLE,304,0.00538298443443,649.444108381736,1.6770170348e-06
5860,5460,10002684,ABBEVILLE COUNTY DETENTION CENTER,21 OLD CALHOUN FALLS RD,ABBEVILLE,SC,29620,NOT AVAILABLE,(864) 446-6200,COUNTY,OPEN,210,ABBEVILLE,45001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.abbevillecountysc.com/sheriff.aspx,3/1/2016,IMAGERY,2018/04/19 00:00:00,NOT AVAILABLE,MAXIMUM,105,0.00344864912834,417.465419745233,4.16151705128e-07
5861,5461,10002667,GREENVILLE COUNTY DETENTION CENTER,20 MCGEE ST,GREENVILLE,SC,29601,NOT AVAILABLE,(864) 467-2309,COUNTY,OPEN,1500,GREENVILLE,45045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.greenvillecounty.org/DetentionCenter/Default.aspx,4/19/2018,IMAGERY,2018/04/19 00:00:00,https://www.greenvillecounty.org/DetentionCenter/Default.aspx,MAXIMUM,1277,0.00903627976407,1108.4337688641,1.53854985998e-06
5862,5462,10002686,J. REUBEN LONG DETENTION CENTER,4150 J REUBEN LONG AVE,CONWAY,SC,29526,NOT AVAILABLE,(843) 915-5140,COUNTY,OPEN,595,HORRY,45051,USA,922140,CORRECTIONAL INSTITUTIONS,http://sheriff.horrycounty.org/,8/26/2015,IMAGERY,2018/04/19 00:00:00,http://sheriff.horrycounty.org/,MAXIMUM,1002,0.00995215147436,1198.05225973987,1.45808228586e-06
5863,5463,10002702,JASPER COUNTY DETENTION CENTER,12008 N JACOB SMART BLVD,RIDGELAND,SC,29936,NOT AVAILABLE,(843) 717-3300,COUNTY,OPEN,-999,JASPER,45053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.jaspercountysc.gov/services/detention-center,4/19/2018,IMAGERY,2018/04/19 00:00:00,http://www.jaspercountysc.gov/services/detention-center,NOT AVAILABLE,-999,0.00338821788683,402.482717966953,4.20562297394e-07
5864,5464,10002680,PICKENS COUNTY PRISON,182 PRISON CAMP RD,PICKENS,SC,29671,NOT AVAILABLE,(864) 898-5931,COUNTY,OPEN,-999,PICKENS,45077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.pickens.sc.us/Prison/default.aspx,4/19/2018,IMAGERY,2018/04/19 00:00:00,http://www.co.pickens.sc.us/Prison/default.aspx,NOT AVAILABLE,-999,0.0037402646741,470.576320347694,7.14769065432e-07
5865,5465,10002679,JOHNSON DETENTION CENTER,154 TEMPLETON RD,LAURENS,SC,29360,NOT AVAILABLE,(864) 683-4055,COUNTY,OPEN,206,LAURENS,45059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.laurenscountysheriff.org/,4/19/2018,IMAGERY,2018/04/19 00:00:00,http://www.laurenscountysheriff.org/,NOT AVAILABLE,200,0.00466861068674,570.434179151019,7.75356639586e-07
5866,5466,10004678,HENRY COUNTY JAIL,311 WEST CENTER STREET,CAMBRIDGE,IL,61238,NOT AVAILABLE,(309) 937-3940,COUNTY,OPEN,-999,HENRY,17073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ilsheriff.org/index.php/directory,3/2/2018,IMAGERY,2018/03/02 00:00:00,http://www.henrycty.com/Departments/Sheriffs-Office,NOT AVAILABLE,128,0.00355978157442,429.413445278122,7.06916092069e-07
5867,5467,10006402,BULLOCK COUNTY RED WILLIAMS DETENTION CENTER,NOT AVAILABLE,UNION SPRINGS,AL,36089,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,BULLOCK,01011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.wsfa.com/story/23948876/bullock-county-jail-renamed-for-former-sheriff-red-williams,1/25/2018,IMAGERY,2018/01/25 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00117546208751,140.997187939012,8.50688222779e-08
5868,5468,10002681,PICKENS COUNTY DETENTION CENTER,216 C DAVID STONE RD,PICKENS,SC,29671,NOT AVAILABLE,(864) 898-5541,COUNTY,OPEN,201,PICKENS,45077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.pickenssheriff.com/,4/19/2018,IMAGERY,2018/04/19 00:00:00,http://www.pickenssheriff.com/,NOT AVAILABLE,91,0.0029475064704,359.113590339598,2.65623585111e-07
5869,5469,10004736,HARDIN COUNTY JAIL,MARKET STREET,ELIZABETHTOWN,IL,62931,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,HARDIN,17069,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ilsheriff.org/index.php/directory,3/2/2018,UNVERIFIED,2018/03/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,6,0.000953371012266,118.427649724431,5.6056528152e-08
5870,5470,10002677,UNION COUNTY JAIL,1663 JONESVILLE HWY,UNION,SC,29379,NOT AVAILABLE,(864) 429-2818,COUNTY,OPEN,-999,UNION,45087,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.unionscsheriff.com/site/cpage.asp?cpage_id=180008794&sec_id=180003406,4/20/2018,IMAGERY,2018/04/20 00:00:00,https://www.unionscsheriff.com/site/cpage.asp?cpage_id=180008794&sec_id=180003406,NOT AVAILABLE,-999,0.00220164558623,267.086460994836,2.19189440277e-07
5871,5471,10004687,IROQUOIS COUNTY JAIL,550 SOUTH 10TH STREET,WATSEKA,IL,60970,NOT AVAILABLE,(815) 432-6992,COUNTY,OPEN,-999,IROQUOIS,17075,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ilsheriff.org/index.php/directory,3/2/2018,IMAGERY,2018/03/02 00:00:00,NOT AVAILABLE,NOT AVAILABLE,30,0.00308524325413,371.476584648627,3.9709784538e-07
5872,5472,10004161,HIGH POINT DETENTION CENTER,507 E GREEN DR,HIGH POINT,NC,27260,NOT AVAILABLE,(336) 641-7900,COUNTY,OPEN,284,GUILFORD,37081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.gcsonc.com/detention-centers,2/15/2016,IMAGERY,2018/04/02 00:00:00,http://www.gcsonc.com/detention-centers,NOT AVAILABLE,274,0.00216799796331,256.414611677929,2.23019513207e-07
5873,5473,10003766,SAN JUAN COUNTY ADULT DETENTION CENTER,871 ANDREA DR,FARMINGTON,NM,87401,NOT AVAILABLE,(505) 566-4500,COUNTY,OPEN,631,SAN JUAN,35045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sjcounty.net/departments/athrug/adult,4/9/2018,IMAGERY,2018/04/09 00:00:00,https://www.sjcounty.net/departments/athrug/adult,MAXIMUM,1091,0.00740227701458,906.66744920808,1.83621809018e-06
5874,5474,10003792,OTERO COUNTY DETENTION CENTER,1958 DR. MARTIN LUTHER KING JR. DR,ALAMOGORDO,NM,88310,NOT AVAILABLE,(575) 437-6420,COUNTY,OPEN,-999,OTERO,35035,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf,5/27/2016,IMAGERY,2018/04/09 00:00:00,http://www.co.otero.nm.us/148/Departments,NOT AVAILABLE,208,0.00336797824614,402.592671126954,4.03650149021e-07
5875,5475,10004896,KOSCIUSKO COUNTY JAIL,221 W MAIN ST,WARSAW,IN,46580,NOT AVAILABLE,(866) 322-5857,COUNTY,OPEN,-999,KOSCIUSKO,18085,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kosciuskosheriff.org/home.html,3/6/2018,IMAGERY,2018/03/06 00:00:00,http://www.kosciuskosheriff.org/home.html,NOT AVAILABLE,294,0.0038374949418,485.801166872365,8.27598429388e-07
5876,5476,10004055,COOPER COUNTY DETENTION CENTER,200 MAIN ST,BOONVILLE,MO,65233,NOT AVAILABLE,(660) 882-6985,COUNTY,OPEN,98,COOPER,29053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.coopermosheriff.com/index.html,3/26/2018,IMAGERY,2018/03/26 00:00:00,http://www.coopermosheriff.com/index.html,NOT AVAILABLE,50,0.00143562111604,178.593304404818,9.85803041239e-08
5877,5477,10004061,COLE COUNTY JAIL,350 E HIGH ST,JEFFERSON CITY,MO,65101,NOT AVAILABLE,(573) 635-7070,COUNTY,OPEN,135,COLE,29051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colecounty.org/220/Sheriffs-Office,3/26/2018,IMAGERY,2018/03/26 00:00:00,https://www.colecounty.org/220/Sheriffs-Office,NOT AVAILABLE,207,0.00365978997779,455.796916006444,6.20311482935e-07
5878,5478,10004230,PRENTISS COUNTY JAIL,1901B EAST CHAMBERS DRIVE,BOONEVILLE,MS,38829,NOT AVAILABLE,(662) 728-2016,COUNTY,OPEN,-999,PRENTISS,28117,USA,922140,CORRECTIONAL INSTITUTIONS,http://prentisscountymssheriff.com/index.php,3/28/2018,IMAGERY/OTHER,2018/03/28 00:00:00,http://prentisscountymssheriff.com/index.php,NOT AVAILABLE,70,0.00464996537177,576.953501912773,1.02854413819e-06
5879,5479,10006426,CARROL COUNTY DETENTION CENTER,205 HAILEY ROAD,BERRYVILLE,AR,72616,NOT AVAILABLE,(870) 423-2901,COUNTY,OPEN,-999,CARROLL,05015,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arsheriffs.org/directory,1/26/2018,IMAGERY,2018/01/26 00:00:00,NOT AVAILABLE,NOT AVAILABLE,100,0.00541079592473,649.533361108996,1.14634277589e-06
5880,5480,10002673,YORK COUNTY DETENTION CENTER,1675-2A YORK HWY,YORK,SC,29745,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,398,YORK,45091,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.yorkcountysheriff.com/,4/20/2018,IMAGERY,2018/04/20 00:00:00,http://www.yorkcountysheriff.com/,MAXIMUM,565,0.00908994434028,1114.57881176639,2.4331845236e-06
5881,5481,10001575,VIRGINIA CORRECTIONAL CENTER FOR WOMEN,2841 RIVER RD,GOOCHLAND,VA,23063,NOT AVAILABLE,(804) 556-7500,STATE,OPEN,555,GOOCHLAND,51075,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,1/19/2018,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MEDIUM,-999,0.0210892073247,2585.30607300637,2.18341914853e-05
5882,5482,10003563,KENT COUNTY JAIL,222 QUAKER LANE,WARWICK,RI,02886,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,KENT,44003,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/04/19 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00627976831859,828.290354964508,1.25739460354e-06
5883,5483,10003555,DONALD PRICE FACILITY,20 GODDARD RD,CRANSTON,RI,02920,NOT AVAILABLE,NOT AVAILABLE,STATE,CLOSED,0,PROVIDENCE,44007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.ri.gov/institutions/facilities/price.php, http://www.doc.ri.gov/administration/planning/docs/FY09-10%20Cap%20and%20Midnight%20Count.pdf",10/2/2014,IMAGERY,2018/01/08 00:00:00,NOT AVAILABLE,MEDIUM,324,0.00605199576658,758.390361685467,2.28204530972e-06
5884,5484,10006403,WOODRUFF COUNTY JAIL,500 N 3RD ST,AUGUSTA,AR,72006,NOT AVAILABLE,(870) 347-2583,COUNTY,OPEN,-999,WOODRUFF,05147,USA,922140,CORRECTIONAL INSTITUTIONS,http://woodruffcounty.arkansas.gov/departments,1/29/2018,IMAGERY,2018/01/29 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00111638992725,141.34431134666,7.39803712304e-08
5885,5485,10003255,COLD SPRINGS CORRECTIONAL UNIT #10,221 SPITLER CIRCLE,GREENVILLE,VA,24440,NOT AVAILABLE,(540) 337-1818,STATE,OPEN,109,AUGUSTA,51015,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,11/20/2015,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MINIMUM,-999,0.00583280312196,751.314162061861,1.50514497359e-06
5886,5486,10002377,CAROLINE CORRECTIONAL UNIT #2,31285 CAMP RD,HANOVER,VA,23069,NOT AVAILABLE,(804) 994-2161,STATE,OPEN,135,CAROLINE,51033,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,5/2/2017,IMAGERY,2018/01/19 00:00:00,https://vadoc.virginia.gov/facilities/,MINIMUM,144,0.00534403708614,668.592200479573,1.46462008615e-06
5887,5487,10003564,WASHINGTON COUNTY JAIL,4800 TOWER HILL RD,WAKEFIELD,RI,02879,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,-999,WASHINGTON,44009,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/04/19 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00251571264277,316.846549927443,3.55276508824e-07
5888,5488,10003095,DAUPHIN COUNTY WORK RELEASE CENTER,919 GIBSON BLVD,STEELTON,PA,17113,NOT AVAILABLE,(717) 780-7001,COUNTY,OPEN,261,DAUPHIN,42043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dauphincounty.org/government/court_departments/work_release/index.php,4/17/2018,IMAGERY,2018/04/17 00:00:00,http://www.dauphincounty.org/government/court_departments/work_release/index.php,MINIMUM,-999,0.00454194370294,555.184406928179,8.96378415839e-07
5889,5489,10003081,LEHIGH COUNTY COMMUNITY CORRECTIONS CENTER,1600 RIVERSIDE DR,BETHLEHEM,PA,18016,NOT AVAILABLE,(610) 778-5328,COUNTY,OPEN,186,LEHIGH,42077,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.lehighcounty.org/Departments/Corrections,3/30/2017,IMAGERY,2018/04/18 00:00:00,https://www.lehighcounty.org/Departments/Corrections,MINIMUM,400,0.00510831209655,650.868155406115,1.61872705689e-06
5890,5490,10003092,NEW OUTLOOK ACADEMY,900 AGNEW RD,PITTSBURGH,PA,15227,NOT AVAILABLE,(412) 885-5200,NOT AVAILABLE,OPEN,55,ALLEGHENY,42003,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.theacademyschools.com/default.htm,4/10/2017,IMAGERY,2018/04/19 00:00:00,http://www.theacademyschools.com/default.htm,JUVENILE,120,0.00856781325603,1035.17164219563,3.45718274986e-06
5891,5491,10003119,DELAWARE COUNTY JUVENILE DETENTION CENTER,370 NORTH MIDDLETOWN RD,LIMA,PA,19037,NOT AVAILABLE,(610) 891-8660,COUNTY,OPEN,-999,DELAWARE,42045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.delaware.pa.us/courts/juveniledetention.html,3/1/2016,IMAGERY,2018/04/17 00:00:00,http://www.co.delaware.pa.us/courts/juveniledetention.html,JUVENILE,66,0.00652699225913,836.164281728283,1.88441904494e-06
5892,5492,10003103,MONTGOMERY COUNTY YOUTH CENTER,540 PORT INDIAN RD,NORRISTOWN,PA,19403,NOT AVAILABLE,(610) 631-1893,COUNTY,OPEN,-999,MONTGOMERY,42091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.montcopa.org/865/Child-Welfare,4/18/2018,IMAGERY,2018/04/18 00:00:00,https://www.montcopa.org/865/Child-Welfare,JUVENILE,48,0.0039022823909,485.864046979556,7.17631000112e-07
5893,5493,10003096,HERBERT SCHAFFNER YOUTH CENTER,911 GIBSON BLVD,STEELTON,PA,17113,NOT AVAILABLE,(717) 635-7399,COUNTY,OPEN,-999,DAUPHIN,42043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.arcfamily.com/,4/18/2018,IMAGERY,2018/04/18 00:00:00,http://www.arcfamily.com/,JUVENILE,24,0.00496881962195,617.312087446722,7.21540719698e-07
5894,5494,10002970,MARION COUNTY CORRECTIONAL FACILITY,4000 AUMSVILLE HWY SE,SALEM,OR,97317,NOT AVAILABLE,(503) 581-1183,COUNTY,OPEN,411,MARION,41047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.marion.or.us/SO/Institutions/Pages/default.aspx,4/17/2018,IMAGERY/OTHER,2018/04/17 00:00:00,http://www.co.marion.or.us/SO/Institutions/Pages/default.aspx,MAXIMUM,415,0.00812667966855,1080.72365612682,2.70872356286e-06
5895,5495,10002980,EASTERN OREGON YOUTH CORRECTIONAL FACILITY,1800 WEST MONROE ST,BURNS,OR,97720,NOT AVAILABLE,(541) 573-3133,STATE,OPEN,46,HARNEY,41025,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/oya/pages/pso/prea.aspx,4/20/2015,IMAGERY/OTHER,2018/01/03 00:00:00,http://www.oregon.gov/oya/Pages/facility_services.aspx,JUVENILE,50,0.00521489842543,660.687527579267,9.63257716034e-07
5896,5496,10005692,LAUDERDALE COUNTY WORK RELEASE CENTER,200 SOUTH COURT STREET,FLORENCE,AL,35630,NOT AVAILABLE,NOT AVAILABLE,COUNTY,NOT AVAILABLE,0,LAUDERDALE,01077,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,2018/01/24 00:00:00,NOT AVAILABLE,MINIMUM,-999,0.00186360659525,224.201511155675,1.97515309094e-07
5897,5497,10006408,SALINE COUNTY DETENTION CENTER,735 S NEELEY ST,BENTON,AR,72015,NOT AVAILABLE,(501) 303-5642,COUNTY,OPEN,236,SALINE,05125,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.scsosheriff.org/inmate-roster,1/29/2018,IMAGERY,2018/01/29 00:00:00,https://www.scsosheriff.org/,NOT AVAILABLE,-999,0.00317994240974,378.199098524286,4.52826929486e-07
5898,5498,10002954,TILLAMOOK COUNTY CORRECTIONS FACILITY,5995 LONG PRAIRIE RD,TILLAMOOK,OR,97141,NOT AVAILABLE,(503) 842-3422,COUNTY,OPEN,73,TILLAMOOK,41057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.tillamooksheriff.com/,4/17/2018,IMAGERY/OTHER,2018/04/17 00:00:00,https://www.tillamooksheriff.com/,NOT AVAILABLE,120,0.00358159416809,451.856390830492,5.44622236449e-07
5899,5499,10002960,MULTNOMAH COUNTY DETENTION CENTER,1120 SW THIRD AVE,PORTLAND,OR,97204,NOT AVAILABLE,(503) 988-3689,COUNTY,OPEN,399,MULTNOMAH,41051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mcso.us/site/prea.php,2/22/2017,IMAGERY,2018/04/17 00:00:00,https://www.mcso.us/site/corrections.php,MAXIMUM,448,0.00274056072505,357.555526626386,4.49058190185e-07
